city,country,week,year,weekly_avg,weekly_avg_max,weekly_avg_min,weekly_max,weekly_min,lat,lon,avg_precip_mm,avg_wind_kph,week-year,alpha-3
Berlin,Germany,41,2022,12.866666666666667,15.4,11.3,16.416666666666668,9.716666666666667,52.52,13.4,1.1833333333333333,13.066666666666665,41-2022,DEU
Berlin,Germany,42,2022,13.271428571428572,17.2,9.7,17.214285714285715,9.571428571428571,52.52,13.4,2.8857142857142857,15.12857142857143,42-2022,DEU
Berlin,Germany,43,2022,15.342857142857143,16.8,12.7,19.385714285714283,12.171428571428573,52.52,13.4,0.9999999999999999,13.914285714285713,43-2022,DEU
Berlin,Germany,44,2022,11.328571428571427,14.7,8.6,14.542857142857143,8.557142857142859,52.52,13.4,1.1285714285714286,16.928571428571427,44-2022,DEU
Berlin,Germany,45,2022,10.857142857142858,13.1,8.9,13.928571428571429,8.657142857142857,52.52,13.4,0.1285714285714286,15.628571428571428,45-2022,DEU
Berlin,Germany,46,2022,4.228571428571429,8.6,-0.8,6.785714285714286,1.757142857142857,52.52,13.4,1.0142857142857142,16.9,46-2022,DEU
Berlin,Germany,47,2022,3.242857142857143,6.6,-0.3,5.528571428571429,1.342857142857143,52.52,13.4,0.7999999999999999,11.099999999999998,47-2022,DEU
Berlin,Germany,48,2022,1.7571428571428573,4.5,-0.5,3.2285714285714286,0.5142857142857141,52.52,13.4,0.42857142857142855,14.571428571428571,48-2022,DEU
Berlin,Germany,49,2022,0.9285714285714288,3.4,-2.6,2.1,-0.35714285714285715,52.52,13.4,1.5,12.485714285714284,49-2022,DEU
Berlin,Germany,50,2022,-3.828571428571429,-0.9,-5.1,-1.3571428571428572,-5.585714285714286,52.52,13.4,0.14285714285714285,11.342857142857143,50-2022,DEU
Berlin,Germany,51,2022,4.685714285714285,6.4,0.3,6.628571428571429,3.0714285714285716,52.52,13.4,4.728571428571429,18.385714285714283,51-2022,DEU
Berlin,Germany,52,2022,7.516666666666666,12.2,4.2,9.483333333333333,4.933333333333333,52.52,13.4,2.6833333333333336,26.16666666666667,52-2022,DEU
Berlin,Germany,1,2023,7.685714285714285,11.0,5.6,9.642857142857142,5.3428571428571425,52.52,13.4,3.4285714285714284,21.12857142857143,1-2023,DEU
Berlin,Germany,2,2023,6.957142857142856,9.1,5.1,8.6,5.185714285714285,52.52,13.4,3.8142857142857136,23.500000000000004,2-2023,DEU
Berlin,Germany,3,2023,1.4285714285714286,4.4,-0.0,3.642857142857143,-0.5428571428571428,52.52,13.4,1.2,17.699999999999996,3-2023,DEU
Berlin,Germany,4,2023,0.5142857142857142,1.1,-0.2,2.2714285714285714,-1.0857142857142856,52.52,13.4,0.2571428571428572,11.557142857142855,4-2023,DEU
Berlin,Germany,5,2023,3.314285714285714,5.5,-0.4,5.242857142857143,0.9714285714285713,52.52,13.4,3.857142857142857,28.97142857142857,5-2023,DEU
Berlin,Germany,6,2023,1.7428571428571427,7.3,-1.3,4.942857142857143,-0.7571428571428571,52.52,13.4,0.2285714285714286,15.528571428571428,6-2023,DEU
Berlin,Germany,7,2023,6.0,9.3,4.5,9.471428571428572,3.1142857142857143,52.52,13.4,2.3428571428571425,20.057142857142857,7-2023,DEU
Berlin,Germany,8,2023,5.1,9.2,0.4,7.442857142857143,2.871428571428571,52.52,13.4,1.7857142857142858,23.057142857142857,8-2023,DEU
Berlin,Germany,9,2023,2.8857142857142857,4.5,0.8,7.299999999999999,-0.7000000000000001,52.52,13.4,0.27142857142857146,14.928571428571429,9-2023,DEU
Berlin,Germany,10,2023,2.2857142857142856,6.7,0.8,5.257142857142857,-0.24285714285714294,52.52,13.4,6.828571428571429,22.057142857142853,10-2023,DEU
Berlin,Germany,11,2023,7.985714285714287,11.8,3.8,12.499999999999998,3.6000000000000005,52.52,13.4,0.9714285714285714,22.628571428571426,11-2023,DEU
Berlin,Germany,12,2023,9.357142857142858,12.0,7.0,12.214285714285717,7.1571428571428575,52.52,13.4,5.328571428571429,24.171428571428574,12-2023,DEU
Berlin,Germany,13,2023,6.614285714285714,11.9,3.0,10.628571428571428,3.085714285714286,52.52,13.4,2.5142857142857147,22.82857142857143,13-2023,DEU
Berlin,Germany,14,2023,4.728571428571429,8.3,2.2,8.885714285714286,0.38571428571428573,52.52,13.4,0.5571428571428572,13.385714285714286,14-2023,DEU
Berlin,Germany,15,2023,8.742857142857144,10.2,7.0,11.914285714285715,5.471428571428571,52.52,13.4,5.299999999999999,19.599999999999998,15-2023,DEU
Berlin,Germany,16,2023,9.885714285714284,13.9,5.1,14.257142857142858,6.299999999999999,52.52,13.4,1.157142857142857,19.228571428571428,16-2023,DEU
Berlin,Germany,17,2023,9.085714285714285,12.5,6.4,13.042857142857143,4.914285714285714,52.52,13.4,1.7785714285714285,18.24285714285714,17-2023,DEU
Berlin,Germany,18,2023,10.62857142857143,12.7,8.6,15.44285714285714,6.057142857142857,52.52,13.4,2.7642857142857147,18.771428571428572,18-2023,DEU
Berlin,Germany,19,2023,14.385714285714284,16.1,11.0,19.499999999999996,9.114285714285714,52.52,13.4,0.014285714285714287,21.957142857142856,19-2023,DEU
Berlin,Germany,20,2023,13.614285714285714,19.7,10.5,18.814285714285713,8.62857142857143,52.52,13.4,0.24285714285714285,19.085714285714285,20-2023,DEU
Berlin,Germany,21,2023,15.457142857142857,20.0,12.6,20.571428571428573,9.771428571428572,52.52,13.4,0.5142857142857142,17.17142857142857,21-2023,DEU
Berlin,Germany,22,2023,16.057142857142857,17.6,14.5,22.21428571428572,9.857142857142858,52.52,13.4,0.05714285714285715,16.385714285714286,22-2023,DEU
Berlin,Germany,23,2023,20.942857142857143,22.3,18.5,26.45714285714286,15.042857142857143,52.52,13.4,0.3857142857142857,16.442857142857143,23-2023,DEU
Berlin,Germany,24,2023,18.271428571428572,20.9,16.1,23.02857142857143,13.285714285714286,52.52,13.4,2.0,18.2,24-2023,DEU
Berlin,Germany,25,2023,21.900000000000002,24.6,17.2,26.7,16.842857142857145,52.52,13.4,5.778571428571429,15.471428571428573,25-2023,DEU
Berlin,Germany,26,2023,19.3,22.9,17.4,24.114285714285717,14.928571428571429,52.52,13.4,2.4928571428571433,20.157142857142855,26-2023,DEU
Berlin,Germany,27,2023,20.685714285714283,25.5,18.2,26.3,14.528571428571427,52.52,13.4,0.3285714285714286,18.88571428571429,27-2023,DEU
Berlin,Germany,28,2023,23.7,27.1,21.2,29.557142857142857,18.157142857142855,52.52,13.4,0.857142857142857,21.02857142857143,28-2023,DEU
Berlin,Germany,29,2023,19.62857142857143,22.9,17.5,24.12857142857143,15.257142857142858,52.52,13.4,0.4857142857142857,20.142857142857142,29-2023,DEU
Berlin,Germany,30,2023,18.914285714285715,21.6,17.0,23.45714285714286,14.85714285714286,52.52,13.4,6.357142857142857,21.085714285714285,30-2023,DEU
Berlin,Germany,31,2023,18.085714285714285,19.3,17.0,21.371428571428574,15.171428571428573,52.52,13.4,6.364285714285714,20.542857142857144,31-2023,DEU
Berlin,Germany,32,2023,18.22857142857143,21.9,15.0,22.91428571428571,14.071428571428571,52.52,13.4,2.4857142857142853,19.342857142857145,32-2023,DEU
Berlin,Germany,33,2023,24.157142857142862,26.2,21.5,29.27142857142857,19.514285714285716,52.52,13.4,3.342857142857143,14.385714285714286,33-2023,DEU
Berlin,Germany,34,2023,22.571428571428573,25.0,20.1,27.085714285714285,18.74285714285714,52.52,13.4,1.4142857142857141,16.05714285714286,34-2023,DEU
Berlin,Germany,35,2023,16.5,18.4,14.4,20.26666666666667,13.566666666666668,52.52,13.4,3.816666666666667,13.549999999999999,35-2023,DEU
New York,United States of America,41,2022,16.216666666666665,18.3,15.6,21.233333333333334,12.049999999999999,40.71,-74.01,2.8833333333333333,18.583333333333336,41-2022,USA
New York,United States of America,42,2022,12.342857142857142,15.7,9.0,16.27142857142857,9.114285714285714,40.71,-74.01,0.6142857142857142,19.728571428571428,42-2022,USA
New York,United States of America,43,2022,14.342857142857143,18.2,10.9,17.642857142857142,11.485714285714284,40.71,-74.01,1.8285714285714285,14.157142857142855,43-2022,USA
New York,United States of America,44,2022,16.671428571428574,19.9,14.4,21.057142857142857,13.5,40.71,-74.01,2.557142857142857,13.285714285714286,44-2022,USA
New York,United States of America,45,2022,13.614285714285714,19.4,8.8,17.485714285714284,9.542857142857143,40.71,-74.01,2.957142857142857,22.62857142857143,45-2022,USA
New York,United States of America,46,2022,4.385714285714285,7.3,1.6,7.514285714285715,2.0571428571428574,40.71,-74.01,2.2857142857142856,23.74285714285714,46-2022,USA
New York,United States of America,47,2022,6.200000000000001,8.8,1.9,11.157142857142857,2.5285714285714285,40.71,-74.01,2.0142857142857147,18.85714285714286,47-2022,USA
New York,United States of America,48,2022,6.4,10.1,3.4,9.87142857142857,2.685714285714286,40.71,-74.01,3.7714285714285714,24.0,48-2022,USA
New York,United States of America,49,2022,7.085714285714286,11.9,3.4,9.385714285714286,4.571428571428571,40.71,-74.01,3.9285714285714284,16.67142857142857,49-2022,USA
New York,United States of America,50,2022,2.314285714285714,4.4,0.9,5.328571428571429,-0.10000000000000002,40.71,-74.01,4.085714285714286,22.314285714285713,50-2022,USA
New York,United States of America,51,2022,-0.5714285714285714,4.7,-9.1,3.528571428571429,-4.771428571428571,40.71,-74.01,4.228571428571429,26.17142857142857,51-2022,USA
New York,United States of America,52,2022,2.2333333333333334,7.0,-4.0,6.75,-0.9833333333333333,40.71,-74.01,1.1666666666666667,14.083333333333334,52-2022,USA
New York,United States of America,1,2023,7.885714285714286,13.4,1.6,10.742857142857142,5.114285714285715,40.71,-74.01,3.2285714285714286,14.742857142857144,1-2023,USA
New York,United States of America,2,2023,4.000000000000001,8.8,1.0,7.457142857142856,0.8571428571428571,40.71,-74.01,2.414285714285714,20.77142857142857,2-2023,USA
New York,United States of America,3,2023,4.614285714285715,7.6,2.8,7.6000000000000005,2.157142857142857,40.71,-74.01,3.6000000000000005,17.357142857142858,3-2023,USA
New York,United States of America,4,2023,4.1,5.8,2.0,8.200000000000001,0.7999999999999999,40.71,-74.01,4.271428571428571,24.157142857142855,4-2023,USA
New York,United States of America,5,2023,0.057142857142857065,6.3,-7.9,3.8714285714285714,-3.7285714285714286,40.71,-74.01,0.2571428571428572,21.042857142857144,5-2023,USA
New York,United States of America,6,2023,5.285714285714286,10.1,2.8,9.571428571428571,1.7,40.71,-74.01,0.2714285714285714,20.62857142857143,6-2023,USA
New York,United States of America,7,2023,7.5,11.9,2.1,12.185714285714285,2.6000000000000005,40.71,-74.01,1.7,21.514285714285712,7-2023,USA
New York,United States of America,8,2023,3.9857142857142867,8.7,-2.0,7.742857142857142,0.4857142857142859,40.71,-74.01,1.7428571428571427,20.185714285714283,8-2023,USA
New York,United States of America,9,2023,4.114285714285714,7.0,2.6,7.857142857142856,1.4857142857142855,40.71,-74.01,3.771428571428572,25.3,9-2023,USA
New York,United States of America,10,2023,3.7142857142857144,5.8,2.3,8.657142857142857,-0.4428571428571429,40.71,-74.01,3.0714285714285707,23.1,10-2023,USA
New York,United States of America,11,2023,4.985714285714286,8.0,2.5,9.042857142857143,0.6000000000000002,40.71,-74.01,11.414285714285715,24.37142857142857,11-2023,USA
New York,United States of America,12,2023,9.114285714285716,12.6,5.0,14.828571428571431,3.642857142857143,40.71,-74.01,1.8,21.7,12-2023,USA
New York,United States of America,13,2023,8.042857142857143,15.0,5.2,13.714285714285714,2.9285714285714284,40.71,-74.01,4.8500000000000005,23.957142857142856,13-2023,USA
New York,United States of America,14,2023,11.428571428571429,16.9,7.6,16.52857142857143,6.542857142857143,40.71,-74.01,1.8,20.385714285714283,14-2023,USA
New York,United States of America,15,2023,17.414285714285715,22.7,10.2,23.342857142857145,12.214285714285714,40.71,-74.01,0.7785714285714285,17.557142857142853,15-2023,USA
New York,United States of America,16,2023,14.028571428571428,16.0,10.8,19.25714285714286,9.942857142857145,40.71,-74.01,5.278571428571429,22.328571428571426,16-2023,USA
New York,United States of America,17,2023,11.871428571428572,13.4,11.0,15.328571428571427,8.542857142857143,40.71,-74.01,17.9,20.185714285714287,17-2023,USA
New York,United States of America,18,2023,11.957142857142857,17.0,8.6,15.671428571428569,8.12857142857143,40.71,-74.01,2.042857142857143,18.257142857142856,18-2023,USA
New York,United States of America,19,2023,18.642857142857142,22.4,13.6,23.88571428571429,13.714285714285714,40.71,-74.01,1.0785714285714285,15.028571428571427,19-2023,USA
New York,United States of America,20,2023,16.599999999999998,19.8,13.2,21.52857142857143,11.642857142857142,40.71,-74.01,2.457142857142857,21.585714285714282,20-2023,USA
New York,United States of America,21,2023,17.128571428571426,18.8,15.4,22.78571428571428,11.900000000000002,40.71,-74.01,0.07142857142857142,18.814285714285713,21-2023,USA
New York,United States of America,22,2023,19.157142857142855,23.9,15.1,25.185714285714287,13.814285714285715,40.71,-74.01,0.0,19.357142857142858,22-2023,USA
New York,United States of America,23,2023,19.485714285714288,23.0,17.1,24.8,14.0,40.71,-74.01,0.8071428571428572,18.857142857142858,23-2023,USA
New York,United States of America,24,2023,20.828571428571426,21.9,18.9,26.071428571428573,16.657142857142855,40.71,-74.01,9.557142857142859,21.699999999999996,24-2023,USA
New York,United States of America,25,2023,21.014285714285712,24.1,17.1,24.72857142857143,17.957142857142856,40.71,-74.01,6.05,19.185714285714287,25-2023,USA
New York,United States of America,26,2023,23.257142857142856,24.0,22.6,28.37142857142857,19.2,40.71,-74.01,6.735714285714287,17.0,26-2023,USA
New York,United States of America,27,2023,25.928571428571427,27.0,24.5,30.714285714285715,21.942857142857143,40.71,-74.01,4.728571428571428,15.814285714285715,27-2023,USA
New York,United States of America,28,2023,26.37142857142857,28.1,24.8,30.67142857142857,22.328571428571426,40.71,-74.01,7.1499999999999995,17.057142857142857,28-2023,USA
New York,United States of America,29,2023,24.885714285714283,26.8,23.4,29.48571428571429,20.900000000000002,40.71,-74.01,7.135714285714286,16.47142857142857,29-2023,USA
New York,United States of America,30,2023,26.385714285714283,29.0,23.2,31.371428571428574,21.88571428571429,40.71,-74.01,5.832857142857144,19.214285714285715,30-2023,USA
New York,United States of America,31,2023,23.571428571428573,25.0,22.1,28.4,18.87142857142857,40.71,-74.01,0.12857142857142856,17.62857142857143,31-2023,USA
New York,United States of America,32,2023,24.514285714285712,26.4,23.2,29.071428571428573,20.671428571428574,40.71,-74.01,10.164285714285715,21.985714285714288,32-2023,USA
New York,United States of America,33,2023,24.228571428571428,25.3,21.6,28.514285714285712,19.9,40.71,-74.01,7.628571428571428,17.62857142857143,33-2023,USA
New York,United States of America,34,2023,23.37142857142857,26.4,21.2,27.87142857142857,18.928571428571427,40.71,-74.01,2.7857142857142856,20.428571428571427,34-2023,USA
New York,United States of America,35,2023,22.299999999999997,24.3,20.9,27.049999999999997,18.45,40.71,-74.01,1.6500000000000001,19.666666666666668,35-2023,USA
Rome,Italy,41,2022,19.05,19.9,17.8,23.816666666666666,14.783333333333333,41.9,12.48,0.5499999999999999,10.700000000000001,41-2022,ITA
Rome,Italy,42,2022,19.985714285714284,20.4,19.4,25.171428571428574,15.714285714285714,41.9,12.48,0.0,12.557142857142855,42-2022,ITA
Rome,Italy,43,2022,19.91428571428571,20.4,18.7,25.900000000000006,15.257142857142856,41.9,12.48,0.0,9.757142857142856,43-2022,ITA
Rome,Italy,44,2022,17.08571428571429,18.6,14.4,21.085714285714285,13.514285714285716,41.9,12.48,1.4571428571428573,17.099999999999998,44-2022,ITA
Rome,Italy,45,2022,14.957142857142857,16.8,12.3,19.771428571428572,11.314285714285713,41.9,12.48,1.0714285714285714,7.0,45-2022,ITA
Rome,Italy,46,2022,14.114285714285714,16.2,12.1,17.085714285714285,11.757142857142856,41.9,12.48,11.585714285714285,15.114285714285714,46-2022,ITA
Rome,Italy,47,2022,11.114285714285714,12.7,9.4,14.62857142857143,8.071428571428571,41.9,12.48,16.414285714285715,16.771428571428572,47-2022,ITA
Rome,Italy,48,2022,10.471428571428572,12.2,9.2,13.142857142857142,8.3,41.9,12.48,6.585714285714286,11.528571428571428,48-2022,ITA
Rome,Italy,49,2022,12.857142857142856,15.0,11.6,15.0,10.914285714285715,41.9,12.48,7.742857142857143,17.185714285714283,49-2022,ITA
Rome,Italy,50,2022,11.27142857142857,14.4,8.6,13.957142857142856,9.142857142857142,41.9,12.48,10.87142857142857,15.085714285714287,50-2022,ITA
Rome,Italy,51,2022,11.242857142857144,12.4,9.7,15.228571428571428,8.385714285714286,41.9,12.48,0.028571428571428574,8.014285714285714,51-2022,ITA
Rome,Italy,52,2022,12.533333333333333,13.6,12.0,16.63333333333333,9.666666666666666,41.9,12.48,0.20000000000000004,10.083333333333334,52-2022,ITA
Rome,Italy,1,2023,11.77142857142857,12.2,10.9,15.7,8.671428571428573,41.9,12.48,0.4,8.685714285714285,1-2023,ITA
Rome,Italy,2,2023,9.714285714285714,13.5,7.4,13.857142857142858,6.328571428571428,41.9,12.48,4.971428571428571,15.4,2-2023,ITA
Rome,Italy,3,2023,8.142857142857142,11.3,5.3,10.457142857142857,6.3428571428571425,41.9,12.48,9.057142857142859,25.942857142857143,3-2023,ITA
Rome,Italy,4,2023,6.214285714285714,7.1,4.6,10.457142857142857,2.8857142857142852,41.9,12.48,2.2285714285714286,10.557142857142859,4-2023,ITA
Rome,Italy,5,2023,7.742857142857142,9.5,5.5,12.4,3.599999999999999,41.9,12.48,0.0,11.285714285714286,5-2023,ITA
Rome,Italy,6,2023,5.257142857142858,7.2,4.1,10.728571428571428,1.0714285714285714,41.9,12.48,0.0,9.37142857142857,6-2023,ITA
Rome,Italy,7,2023,9.357142857142858,11.2,8.1,14.857142857142856,4.757142857142858,41.9,12.48,0.1142857142857143,8.928571428571429,7-2023,ITA
Rome,Italy,8,2023,11.614285714285716,13.8,10.9,16.014285714285712,7.857142857142857,41.9,12.48,3.357142857142857,13.942857142857141,8-2023,ITA
Rome,Italy,9,2023,9.428571428571429,10.3,7.8,13.157142857142857,6.871428571428572,41.9,12.48,2.0885714285714285,16.185714285714287,9-2023,ITA
Rome,Italy,10,2023,12.314285714285715,14.4,10.0,16.371428571428574,9.228571428571428,41.9,12.48,4.6571428571428575,18.671428571428574,10-2023,ITA
Rome,Italy,11,2023,11.885714285714286,13.5,10.5,17.142857142857142,8.22857142857143,41.9,12.48,1.6428571428571428,16.099999999999998,11-2023,ITA
Rome,Italy,12,2023,13.828571428571431,14.5,12.5,19.457142857142856,9.842857142857142,41.9,12.48,0.14285714285714285,14.242857142857144,12-2023,ITA
Rome,Italy,13,2023,12.814285714285715,13.9,12.0,18.114285714285714,8.842857142857143,41.9,12.48,1.4857142857142855,18.485714285714288,13-2023,ITA
Rome,Italy,14,2023,10.299999999999999,13.3,8.5,15.485714285714286,6.114285714285714,41.9,12.48,6.528571428571428,15.485714285714284,14-2023,ITA
Rome,Italy,15,2023,11.771428571428572,13.9,9.9,16.88571428571429,7.471428571428572,41.9,12.48,6.142857142857143,18.328571428571426,15-2023,ITA
Rome,Italy,16,2023,13.957142857142856,16.1,12.1,18.957142857142856,9.385714285714284,41.9,12.48,0.9571428571428572,13.257142857142856,16-2023,ITA
Rome,Italy,17,2023,15.428571428571427,16.8,14.7,20.714285714285715,10.985714285714284,41.9,12.48,1.8785714285714286,14.542857142857143,17-2023,ITA
Rome,Italy,18,2023,16.857142857142858,18.3,15.2,22.014285714285712,12.7,41.9,12.48,6.221428571428571,11.757142857142856,18-2023,ITA
Rome,Italy,19,2023,15.814285714285713,17.7,14.5,19.414285714285715,12.842857142857143,41.9,12.48,6.4642857142857135,14.942857142857141,19-2023,ITA
Rome,Italy,20,2023,16.400000000000002,18.2,14.7,20.571428571428573,12.814285714285715,41.9,12.48,6.407142857142858,13.1,20-2023,ITA
Rome,Italy,21,2023,20.4,21.8,18.8,26.642857142857142,14.671428571428573,41.9,12.48,0.3785714285714286,13.885714285714286,21-2023,ITA
Rome,Italy,22,2023,20.785714285714285,21.2,20.3,26.38571428571429,15.585714285714287,41.9,12.48,0.7142857142857142,15.07142857142857,22-2023,ITA
Rome,Italy,23,2023,21.428571428571427,22.2,20.5,25.885714285714283,17.342857142857145,41.9,12.48,2.7357142857142853,15.328571428571427,23-2023,ITA
Rome,Italy,24,2023,22.428571428571427,23.9,20.8,27.87142857142857,17.614285714285714,41.9,12.48,6.857142857142857,15.4,24-2023,ITA
Rome,Italy,25,2023,25.771428571428572,28.6,24.5,32.1,19.857142857142858,41.9,12.48,0.014285714285714287,14.87142857142857,25-2023,ITA
Rome,Italy,26,2023,25.085714285714285,26.3,23.0,30.228571428571428,20.314285714285717,41.9,12.48,2.5357142857142856,18.257142857142856,26-2023,ITA
Rome,Italy,27,2023,26.228571428571428,29.1,24.0,32.08571428571429,20.714285714285715,41.9,12.48,0.0,16.414285714285715,27-2023,ITA
Rome,Italy,28,2023,28.914285714285715,29.6,27.9,35.51428571428572,23.071428571428573,41.9,12.48,0.0,18.657142857142855,28-2023,ITA
Rome,Italy,29,2023,30.27142857142857,32.2,29.1,37.55714285714286,23.971428571428568,41.9,12.48,0.014285714285714287,17.442857142857143,29-2023,ITA
Rome,Italy,30,2023,27.75714285714286,31.1,25.9,33.92857142857143,22.628571428571426,41.9,12.48,0.014285714285714287,20.7,30-2023,ITA
Rome,Italy,31,2023,25.557142857142857,28.1,22.4,30.785714285714285,21.357142857142858,41.9,12.48,1.2642857142857142,20.099999999999998,31-2023,ITA
Rome,Italy,32,2023,24.842857142857145,26.1,23.7,30.52857142857143,19.657142857142862,41.9,12.48,0.07142857142857142,17.842857142857145,32-2023,ITA
Rome,Italy,33,2023,27.414285714285715,29.2,25.6,33.48571428571429,22.4,41.9,12.48,0.014285714285714287,18.314285714285713,33-2023,ITA
Rome,Italy,34,2023,29.928571428571427,30.8,28.5,36.07142857142857,24.900000000000002,41.9,12.48,0.0,18.97142857142857,34-2023,ITA
Rome,Italy,35,2023,22.433333333333334,24.2,20.8,26.533333333333335,18.966666666666665,41.9,12.48,12.483333333333334,22.450000000000003,35-2023,ITA
